,From Date,To Date,PM2.5 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),(W/mt2),Xylene (ug/m3),RF (mm)
271,20-Feb-2021 - 00:00,21-Feb-2021 - 00:00,15.41,78.33,0.93,2.58,0.96,2.39,12.66,0.0,27.4,0.0,0.02,,,,39.62,3.02,128.1,60.93,,0.0
272,21-Feb-2021 - 00:00,22-Feb-2021 - 00:00,16.13,96.2,0.94,2.63,0.96,2.46,12.53,0.0,35.44,0.01,0.02,,0.01,,40.13,3.81,149.81,114.05,,0.0
273,22-Feb-2021 - 00:00,23-Feb-2021 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0
274,23-Feb-2021 - 00:00,24-Feb-2021 - 00:00,35.16,57.7,1.09,3.0,1.12,2.77,15.32,0.0,37.88,0.01,0.03,0.01,0.03,0.02,50.24,3.8,150.62,,,0.0
275,24-Feb-2021 - 00:00,25-Feb-2021 - 00:00,34.48,56.94,1.02,2.78,1.05,2.62,14.8,0.0,49.49,0.01,0.03,0.02,0.03,0.02,40.53,4.57,147.33,110.49,,0.0
276,25-Feb-2021 - 00:00,26-Feb-2021 - 00:00,54.3,78.37,1.0,2.87,1.14,2.66,13.02,0.0,66.41,0.01,0.03,0.01,0.02,0.02,45.88,5.61,168.56,75.38,,0.0
277,26-Feb-2021 - 00:00,27-Feb-2021 - 00:00,42.05,56.94,0.96,2.67,0.98,2.47,15.49,0.0,61.84,0.01,0.04,0.04,0.06,0.02,43.78,6.01,149.62,81.33,,0.0
278,27-Feb-2021 - 00:00,28-Feb-2021 - 00:00,40.06,71.03,1.05,2.84,1.06,2.62,15.65,0.0,65.85,0.01,0.03,0.02,0.03,0.02,47.4,8.02,172.85,98.17,,0.0
279,28-Feb-2021 - 00:00,01-Mar-2021 - 00:00,25.83,89.88,1.04,2.85,1.07,2.59,15.12,0.0,60.75,0.01,0.02,0.01,0.02,0.02,44.51,11.19,171.85,113.55,,0.0
280,01-Mar-2021 - 00:00,02-Mar-2021 - 00:00,25.63,69.79,1.04,2.8,1.03,2.63,15.18,0.0,46.85,0.01,0.03,0.01,0.02,0.01,39.15,8.28,178.67,115.55,,0.0
281,02-Mar-2021 - 00:00,03-Mar-2021 - 00:00,40.89,62.85,1.05,2.82,1.03,2.65,15.23,0.0,40.55,0.02,0.04,0.01,0.03,0.02,37.36,7.26,174.48,102.04,,0.0
282,03-Mar-2021 - 00:00,04-Mar-2021 - 00:00,27.1,39.03,1.02,2.82,1.08,2.6,14.52,0.0,32.3,0.01,0.07,0.01,0.07,0.02,36.91,3.59,148.04,40.67,,0.0
283,04-Mar-2021 - 00:00,05-Mar-2021 - 00:00,19.84,43.57,1.02,2.8,1.03,2.57,16.42,0.0,63.61,17.0,17.1,17.52,17.53,17.53,40.08,6.64,159.11,94.63,,0.0
284,05-Mar-2021 - 00:00,06-Mar-2021 - 00:00,17.33,166.77,1.0,2.76,1.03,2.58,16.72,0.0,76.25,19.7,19.71,34.71,34.72,34.72,39.7,10.37,170.22,102.25,,0.0
285,06-Mar-2021 - 00:00,07-Mar-2021 - 00:00,12.05,39.67,1.14,3.23,1.25,2.94,15.55,0.0,63.94,0.0,0.01,,,,47.79,10.5,198.39,156.13,,0.13
286,07-Mar-2021 - 00:00,08-Mar-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
287,08-Mar-2021 - 00:00,09-Mar-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
288,09-Mar-2021 - 00:00,10-Mar-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
289,10-Mar-2021 - 00:00,11-Mar-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
290,11-Mar-2021 - 00:00,12-Mar-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
291,12-Mar-2021 - 00:00,13-Mar-2021 - 00:00,14.08,34.49,0.99,2.65,0.96,2.5,15.2,0.0,39.29,0.01,0.15,0.03,0.07,0.04,42.24,4.0,162.93,17.35,,0.0
292,13-Mar-2021 - 00:00,14-Mar-2021 - 00:00,5.33,24.15,1.07,2.85,1.04,2.59,14.17,0.0,41.22,0.01,0.07,0.03,0.05,0.05,40.48,4.97,184.15,116.55,,0.0
293,14-Mar-2021 - 00:00,15-Mar-2021 - 00:00,3.83,12.83,1.03,2.83,1.07,2.61,14.22,0.0,35.85,0.01,0.07,0.02,0.05,0.03,53.47,4.4,172.49,65.7,,0.02
294,15-Mar-2021 - 00:00,16-Mar-2021 - 00:00,3.13,15.05,1.05,2.85,1.06,2.63,13.66,0.0,33.32,0.01,0.03,0.02,0.04,0.02,56.0,3.95,163.41,72.63,,0.0
295,16-Mar-2021 - 00:00,17-Mar-2021 - 00:00,5.33,20.43,1.03,2.78,1.0,2.58,15.09,0.0,47.82,0.0,0.02,0.01,0.03,0.01,40.82,4.38,160.13,122.07,,0.0
296,17-Mar-2021 - 00:00,18-Mar-2021 - 00:00,6.06,24.52,1.02,2.73,0.99,2.58,15.16,0.0,53.28,0.01,0.05,0.01,0.04,0.02,48.65,4.17,149.98,85.63,,0.0
297,18-Mar-2021 - 00:00,19-Mar-2021 - 00:00,6.08,24.5,1.02,2.8,1.04,2.61,15.77,0.0,56.57,0.01,0.03,0.02,0.03,0.02,48.47,3.94,149.94,103.67,,0.0
298,19-Mar-2021 - 00:00,20-Mar-2021 - 00:00,7.39,23.39,1.04,2.8,1.01,2.62,17.06,0.0,56.67,0.0,0.02,0.01,0.03,0.01,43.19,4.27,154.2,123.43,,0.0
299,20-Mar-2021 - 00:00,21-Mar-2021 - 00:00,6.26,21.45,1.07,2.77,0.96,2.57,16.09,0.0,48.46,0.0,0.02,0.01,0.02,,35.94,4.0,165.58,113.78,,0.0
300,21-Mar-2021 - 00:00,22-Mar-2021 - 00:00,4.49,48.35,1.03,2.71,0.95,2.55,16.49,0.0,61.62,0.01,0.01,,,,28.33,8.04,179.46,123.37,,0.0
301,22-Mar-2021 - 00:00,23-Mar-2021 - 00:00,14.05,43.82,1.09,2.82,0.97,2.65,20.16,0.0,64.0,0.0,0.01,0.01,0.04,0.02,32.61,5.14,169.41,120.56,,0.0
302,23-Mar-2021 - 00:00,24-Mar-2021 - 00:00,12.02,30.55,1.11,2.85,0.93,2.66,20.1,0.0,65.23,0.0,0.01,0.02,0.02,,28.12,5.52,186.48,127.8,,0.0
303,24-Mar-2021 - 00:00,25-Mar-2021 - 00:00,8.84,24.71,1.07,2.86,1.03,2.66,21.98,0.0,85.26,0.0,0.01,,,,37.16,7.44,190.57,91.84,,0.0
304,25-Mar-2021 - 00:00,26-Mar-2021 - 00:00,6.71,103.61,1.1,2.83,0.96,2.65,17.37,0.0,65.82,0.01,0.01,0.01,0.01,0.01,27.8,9.39,188.47,145.62,,0.0
305,26-Mar-2021 - 00:00,27-Mar-2021 - 00:00,32.28,106.52,1.06,2.78,0.97,2.58,19.6,0.0,66.38,0.0,0.01,,0.02,0.01,23.3,7.33,184.65,137.14,,0.0
306,27-Mar-2021 - 00:00,28-Mar-2021 - 00:00,13.38,107.18,1.06,2.73,0.95,2.57,24.19,0.0,92.27,0.0,0.0,,0.01,,28.98,6.0,164.18,119.4,,0.0
307,28-Mar-2021 - 00:00,29-Mar-2021 - 00:00,64.39,187.36,1.09,2.81,0.97,2.63,22.36,0.0,80.2,0.0,0.0,0.01,0.02,0.01,26.67,4.45,159.08,124.69,,0.0
308,29-Mar-2021 - 00:00,30-Mar-2021 - 00:00,25.35,82.51,1.12,2.92,1.01,2.72,24.51,0.0,95.15,0.0,0.01,,,,34.49,6.43,166.44,79.62,,0.0
309,30-Mar-2021 - 00:00,31-Mar-2021 - 00:00,5.81,45.23,1.03,2.8,1.03,2.56,13.95,0.0,57.41,0.0,0.0,,0.01,,57.43,6.59,163.68,57.85,,1.0
310,31-Mar-2021 - 00:00,01-Apr-2021 - 00:00,2.13,44.23,1.04,2.74,0.97,2.52,13.38,0.0,55.21,0.0,0.01,,,,45.68,10.02,156.66,125.54,,0.03
311,01-Apr-2021 - 00:00,02-Apr-2021 - 00:00,4.69,63.4,1.07,2.92,1.07,2.68,14.5,0.0,69.79,0.0,0.0,,,,41.3,9.41,179.84,149.69,,0.0
312,02-Apr-2021 - 00:00,03-Apr-2021 - 00:00,31.46,,1.07,2.9,1.08,2.6,12.36,0.0,67.43,0.0,0.0,,,,55.13,10.22,174.28,1.03,,2.72
313,03-Apr-2021 - 00:00,04-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
314,04-Apr-2021 - 00:00,05-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
315,05-Apr-2021 - 00:00,06-Apr-2021 - 00:00,58.06,76.71,1.09,2.84,1.0,2.61,13.91,0.0,47.34,436.34,436.34,439.32,439.32,439.32,46.71,4.13,142.78,18.8,,0.0
316,06-Apr-2021 - 00:00,07-Apr-2021 - 00:00,36.25,45.38,0.89,2.53,0.95,2.33,11.96,0.0,55.17,267.85,267.66,267.92,267.92,267.92,33.52,4.04,135.25,102.9,,0.01
317,07-Apr-2021 - 00:00,08-Apr-2021 - 00:00,33.71,46.95,1.0,2.73,1.02,2.53,16.55,0.0,69.64,356.7,356.7,362.52,362.52,362.52,31.35,6.33,148.93,43.76,,0.0
318,08-Apr-2021 - 00:00,09-Apr-2021 - 00:00,25.59,39.12,0.92,2.51,0.89,2.31,12.59,0.0,56.66,260.28,260.33,262.43,262.43,262.43,47.56,7.03,141.73,86.61,,0.26
319,09-Apr-2021 - 00:00,10-Apr-2021 - 00:00,9.94,21.23,0.73,2.05,0.8,1.88,9.27,0.0,38.15,0.0,0.0,,,,25.04,7.22,106.89,0.59,,2.07
320,10-Apr-2021 - 00:00,11-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
321,11-Apr-2021 - 00:00,12-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
322,12-Apr-2021 - 00:00,13-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
323,13-Apr-2021 - 00:00,14-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
324,14-Apr-2021 - 00:00,15-Apr-2021 - 00:00,24.98,34.64,0.81,2.22,0.83,2.01,12.65,0.0,53.16,0.0,0.0,,,,32.68,5.94,127.3,29.56,,0.0
325,15-Apr-2021 - 00:00,16-Apr-2021 - 00:00,20.25,29.49,0.74,2.02,0.72,1.87,10.79,0.0,52.75,0.0,0.0,,,,30.43,5.68,114.75,86.09,,0.09
326,16-Apr-2021 - 00:00,17-Apr-2021 - 00:00,18.8,25.98,0.71,1.94,0.72,1.77,9.52,0.0,,0.0,0.0,,,,32.47,3.98,111.16,54.94,,0.23
327,17-Apr-2021 - 00:00,18-Apr-2021 - 00:00,7.24,20.18,0.56,1.52,0.56,1.41,7.37,0.0,,0.0,0.0,,,,10.3,1.28,49.19,33.78,,0.0
328,18-Apr-2021 - 00:00,19-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
329,19-Apr-2021 - 00:00,20-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
330,20-Apr-2021 - 00:00,21-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
331,21-Apr-2021 - 00:00,22-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
